Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,15,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,16,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,16,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,17,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,17,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,18,Mega Minors,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,18,EDward Gaming,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,19,EDward Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,19,Mega Minors,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,20,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,20,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,21,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,21,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,22,Mega Minors,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,22,EDward Gaming,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,23,Mega Minors,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,23,EDward Gaming,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,24,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,24,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,25,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,25,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,26,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,26,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,27,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,27,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,28,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,28,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,29,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,29,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,30,EDward Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,30,Mega Minors,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,31,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,31,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,32,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,32,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,1,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,1,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,2,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,2,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,3,Mega Minors,Time Expiry (No Plant),Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,3,EDward Gaming,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,4,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,4,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,5,Mega Minors,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,5,EDward Gaming,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,6,Mega Minors,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,6,EDward Gaming,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,7,Mega Minors,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,7,EDward Gaming,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,8,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,8,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,9,EDward Gaming,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,9,Mega Minors,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,10,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,10,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,11,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,11,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,12,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,12,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,13,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,13,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,14,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,14,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,15,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,15,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,16,EDward Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,16,Mega Minors,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,17,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,17,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,18,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,18,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,19,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,19,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,20,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,20,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,21,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,21,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,22,EDward Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,22,Mega Minors,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,23,EDward Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,23,Mega Minors,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,24,Mega Minors,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,24,EDward Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,1,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,1,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,2,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,2,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,3,DRX,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,3,Team Liquid,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,4,DRX,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,4,Team Liquid,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,5,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,5,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,6,DRX,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,6,Team Liquid,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,7,DRX,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,7,Team Liquid,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,8,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,8,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,9,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,9,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,10,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,10,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,11,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,11,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,12,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,12,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,13,DRX,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,13,Team Liquid,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,14,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,14,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,15,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,15,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,16,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,16,Team Liquid,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,17,Team Liquid,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,17,DRX,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,18,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,18,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,19,DRX,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,19,Team Liquid,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,20,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,20,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,21,DRX,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,21,Team Liquid,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,1,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,1,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,2,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,2,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,3,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,3,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,4,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,4,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,5,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,5,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,6,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,6,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,7,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,7,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,8,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,8,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,9,DRX,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,9,Team Liquid,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,10,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,10,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,11,Team Liquid,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,11,DRX,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,12,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,12,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,13,Team Liquid,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,13,DRX,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,14,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,14,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,15,Team Liquid,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,15,DRX,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,16,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,16,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,17,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,17,Team Liquid,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,18,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,18,Team Liquid,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,19,Team Liquid,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,19,DRX,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,20,DRX,Time Expiry (No Plant),Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,20,Team Liquid,Time Expiry (Failed to Plant),Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,21,DRX,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,21,Team Liquid,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,22,DRX,Defused,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,22,Team Liquid,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,23,DRX,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,23,Team Liquid,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,1,Dragon Ranger Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,1,T1,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,2,Dragon Ranger Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,2,T1,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,3,T1,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,3,Dragon Ranger Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,4,T1,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,4,Dragon Ranger Gaming,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,5,T1,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,5,Dragon Ranger Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,6,T1,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,6,Dragon Ranger Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,7,T1,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,7,Dragon Ranger Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,8,Dragon Ranger Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,8,T1,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,9,Dragon Ranger Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,9,T1,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,10,Dragon Ranger Gaming,Defused,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,10,T1,Detonated Denied,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,11,T1,Detonated,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,11,Dragon Ranger Gaming,Failed Defused,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,12,T1,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,12,Dragon Ranger Gaming,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,13,Dragon Ranger Gaming,Elimination,Win
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,13,T1,Eliminated,Loss
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,14,Dragon Ranger Gaming,Elimination,Win
