Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,invy,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,kellyS,4,0,4,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,n1zzy,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,ZesBeeW,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,kellyS,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,Wild0reoo,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,invy,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,kellyS,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,n1zzy,3,2,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,ZesBeeW,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,invy,0,2,-2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,kellyS,3,1,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,n1zzy,2,1,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,Wild0reoo,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,ZesBeeW,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,invy,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,kellyS,3,0,3,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,n1zzy,1,1,0,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,n1zzy,0,1,-1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,Wild0reoo,3,2,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,ZesBeeW,3,0,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,invy,2,2,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,kellyS,2,1,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,n1zzy,8,2,6,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,Wild0reoo,3,4,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,ZesBeeW,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,invy,2,3,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,kellyS,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,n1zzy,3,2,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,Wild0reoo,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,ZesBeeW,5,0,5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,invy,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,kellyS,4,2,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,n1zzy,1,4,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,Wild0reoo,3,0,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,ZesBeeW,2,0,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,invy,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,kellyS,2,3,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,n1zzy,1,2,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,Wild0reoo,1,1,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,ZesBeeW,1,3,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,invy,0,3,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,kellyS,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,n1zzy,1,2,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,n1zzy,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,Wild0reoo,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,kellyS,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,ZesBeeW,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,kellyS,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,invy,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,kellyS,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,invy,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,kellyS,3,1,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Karon,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,t3xture,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Ash,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Foxy9,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,Munchkin,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,Wild0reoo,1,1,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,ZesBeeW,5,4,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,invy,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,kellyS,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,n1zzy,1,2,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,Wild0reoo,5,0,5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,ZesBeeW,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,invy,2,6,-4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,kellyS,8,0,8,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,n1zzy,6,2,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,Wild0reoo,5,4,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,ZesBeeW,5,2,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,invy,0,5,-5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,kellyS,4,0,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,n1zzy,2,2,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,Wild0reoo,2,3,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,ZesBeeW,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,invy,7,3,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,kellyS,1,1,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,n1zzy,5,3,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,Wild0reoo,6,0,6,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,ZesBeeW,1,2,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,invy,4,4,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,kellyS,2,3,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,n1zzy,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,ZesBeeW,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,n1zzy,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,Wild0reoo,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,invy,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,kellyS,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,n1zzy,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Ash,Team Secret,n1zzy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,Wild0reoo,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,ZesBeeW,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Foxy9,Team Secret,n1zzy,3,2,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,ZesBeeW,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,invy,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Munchkin,Team Secret,n1zzy,2,1,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,Wild0reoo,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,ZesBeeW,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,invy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,kellyS,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,Karon,Team Secret,n1zzy,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,Wild0reoo,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,ZesBeeW,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,t3xture,Team Secret,invy,1,0,1,Op Kills
